periode_data,tanggal,pm_10,pm_duakomalima,so2,co,o3,no2,max,critical,categori,lokasi_spku
202206,6/2/2022,56,100,44,15,76,33,100,"PM2,5",SEDANG,DKI4
202207,7/1/2022,73,111,49,15,87,31,111,"PM2,5",TIDAK SEHAT,DKI4
202207,7/31/2022,80,143,49,17,115,27,143,"PM2,5",TIDAK SEHAT,DKI4
202207,7/30/2022,66,118,49,15,95,22,118,"PM2,5",TIDAK SEHAT,DKI4
202207,7/29/2022,74,123,50,12,86,22,123,"PM2,5",TIDAK SEHAT,DKI4
202207,7/28/2022,82,132,50,16,90,30,132,"PM2,5",TIDAK SEHAT,DKI4
202207,7/27/2022,70,116,50,14,118,24,118,O3,TIDAK SEHAT,DKI2
202207,7/26/2022,67,110,49,16,85,20,110,"PM2,5",TIDAK SEHAT,DKI4
202207,7/25/2022,56,87,46,16,91,24,91,O3,SEDANG,DKI2
202207,7/24/2022,54,82,47,14,94,21,94,O3,SEDANG,DKI2
202207,7/23/2022,61,99,50,14,67,19,99,"PM2,5",SEDANG,DKI4
202207,7/22/2022,74,121,50,17,96,25,121,"PM2,5",TIDAK SEHAT,DKI4
202207,7/21/2022,75,110,50,15,114,28,114,O3,TIDAK SEHAT,DKI2
202207,7/20/2022,76,124,49,18,94,26,124,"PM2,5",TIDAK SEHAT,DKI4
202207,7/19/2022,75,114,50,15,98,25,114,"PM2,5",TIDAK SEHAT,DKI4
202207,7/18/2022,75,143,48,30,84,36,143,"PM2,5",TIDAK SEHAT,DKI4
202207,7/17/2022,59,89,48,28,51,36,89,"PM2,5",SEDANG,DKI4
202207,7/16/2022,36,59,46,15,48,31,59,"PM2,5",SEDANG,DKI4
202207,7/15/2022,58,86,49,12,65,18,86,"PM2,5",SEDANG,DKI4
202207,7/14/2022,85,125,47,25,57,33,125,"PM2,5",TIDAK SEHAT,DKI4
202207,7/13/2022,69,114,48,16,65,29,114,"PM2,5",TIDAK SEHAT,DKI4
202207,7/12/2022,77,123,49,17,84,28,123,"PM2,5",TIDAK SEHAT,DKI4
202207,7/11/2022,66,112,47,15,84,29,112,"PM2,5",TIDAK SEHAT,DKI4
202207,7/10/2022,63,93,47,13,84,19,93,"PM2,5",SEDANG,DKI4
202207,7/9/2022,61,93,48,13,107,25,107,O3,TIDAK SEHAT,DKI2
202207,7/8/2022,55,80,48,17,95,25,95,O3,SEDANG,DKI2
202207,7/7/2022,94,135,46,29,74,44,135,"PM2,5",TIDAK SEHAT,DKI3
